CID,unique_key,agency,agency_name,complaint_type,status,city,borough,incident_zip,latitude,longitude,Created_Year,Created_Month,Created_Month_Number,Created_Day,Created_Date,Closed_Year,Closed_Month,Closed_Month_Number,Closed_Day,Closed_Date,state
1343,45650672,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10034,40.86827722,-73.92230844,2020,February,2,19,2020-02-19,2020,February,2,26,2020-02-26,NY
1344,45651518,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10304,40.61282911,-74.08866771,2020,February,2,19,2020-02-19,2020,February,2,20,2020-02-20,NY
1345,45651519,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11214,40.60597932,-74.00280907,2020,February,2,19,2020-02-19,2020,March,3,7,2020-03-07,NY
1346,45652938,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10034,40.86797313,-73.92315846,2020,February,2,19,2020-02-19,2020,February,2,26,2020-02-26,NY
1347,36617276,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11217,40.67957872,-73.97832104,2017,July,7,5,2017-07-05,2017,August,8,18,2017-08-18,NY
1348,45653792,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11211,40.71541937,-73.95013287,2020,February,2,19,2020-02-19,2020,May,5,8,2020-05-08,NY
1349,45655051,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10310,40.63468725,-74.12297499,2020,February,2,20,2020-02-20,2020,February,2,20,2020-02-20,NY
1350,45655737,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11225,40.65579101,-73.96204562,2020,February,2,20,2020-02-20,2020,February,2,25,2020-02-25,NY
1351,45662029,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,South_Ozone_Park,Queens,11420,40.67974365,-73.82290116,2020,February,2,20,2020-02-20,2020,March,3,26,2020-03-26,NY
1352,45674644,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11106,40.7626551,-73.92264102,2020,February,2,22,2020-02-22,2020,March,3,3,2020-03-03,NY
1353,41882096,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10011,40.74251814,-73.99771927,2019,March,3,5,2019-03-05,2019,September,9,23,2019-09-23,NY
1354,36632950,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10025,40.79532872,-73.9706809,2017,July,7,6,2017-07-06,2017,July,7,17,2017-07-17,NY
1355,45677111,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10314,40.58811689,-74.16612661,2020,February,2,23,2020-02-23,2020,December,12,23,2020-12-23,NY
1356,41872434,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11102,40.7742498,-73.91996302,2019,March,3,4,2019-03-04,2019,June,6,12,2019-06-12,NY
1357,45679137,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11203,40.6531499,-73.94102185,2020,February,2,24,2020-02-24,2020,December,12,23,2020-12-23,NY
1358,45681096,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11232,40.64414291,-73.99813342,2020,February,2,23,2020-02-23,2020,December,12,23,2020-12-23,NY
1359,45681636,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10019,40.76318329,-73.97450707,2020,February,2,24,2020-02-24,2020,February,2,25,2020-02-25,NY
1360,45683447,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10021,40.77425254,-73.96329593,2020,February,2,24,2020-02-24,2020,February,2,25,2020-02-25,NY
1361,45687005,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10306,40.57722197,-74.11520875,2020,February,2,24,2020-02-24,2020,April,4,3,2020-04-03,NY
1362,45690038,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Elmhurst,Queens,11373,40.7429193,-73.89082369,2020,February,2,25,2020-02-25,2020,April,4,7,2020-04-07,NY
1363,45690042,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10009,40.72283708,-73.98337577,2020,February,2,25,2020-02-25,2020,March,3,2,2020-03-02,NY
1364,45700024,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.63972609,-74.01045647,2020,February,2,26,2020-02-26,2020,April,4,28,2020-04-28,NY
1365,45701406,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Ridgewood,Queens,11385,40.71198885,-73.90336215,2020,February,2,26,2020-02-26,2020,March,3,26,2020-03-26,NY
1366,45704852,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11232,40.6584899,-74.00009731,2020,February,2,26,2020-02-26,2020,February,2,27,2020-02-27,NY
1367,45594266,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11229,40.59948907,-73.94068034,2020,February,2,11,2020-02-11,2020,March,3,5,2020-03-05,NY
1368,45596393,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11106,40.76073387,-73.92276959,2020,February,2,11,2020-02-11,2020,February,2,26,2020-02-26,NY
1369,43178643,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11434,40.69325042,-73.76998188,2019,July,7,1,2019-07-01,2019,July,7,3,2019-07-03,NY
1370,43339420,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Richmond_Hill,Queens,11418,40.69627924,-73.84251134,2019,July,7,21,2019-07-21,2020,April,4,1,2020-04-01,NY
1371,45604158,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10471,40.91107395,-73.89947282,2020,February,2,12,2020-02-12,2020,March,3,26,2020-03-26,NY
1372,45606493,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11230,40.62779524,-73.97613671,2020,February,2,13,2020-02-13,2020,December,12,23,2020-12-23,NY
1373,45608327,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11210,40.6233315,-73.93763682,2020,February,2,13,2020-02-13,2020,April,4,4,2020-04-04,NY
1374,45608808,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11215,40.66098046,-73.98023379,2020,February,2,13,2020-02-13,2020,March,3,2,2020-03-02,NY
1375,45618869,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10016,40.7472499,-73.97391047,2020,February,2,14,2020-02-14,2020,February,2,26,2020-02-26,NY
1376,45619642,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10023,40.77510191,-73.97928645,2020,February,2,14,2020-02-14,2021,June,6,24,2021-06-24,NY
1377,45622311,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,South_Richmond_Hill,Queens,11419,40.68703908,-73.82820388,2020,February,2,15,2020-02-15,2020,December,12,23,2020-12-23,NY
1378,43341899,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11215,40.6580715,-73.98344958,2019,July,7,21,2019-07-21,2019,July,7,26,2019-07-26,NY
1379,45627839,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10467,40.88562974,-73.86605482,2020,February,2,16,2020-02-16,2020,February,2,20,2020-02-20,NY
1380,18613704,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11432,40.70995471,-73.79137507,2010,September,9,2,2010-09-02,2010,September,9,3,2010-09-03,NY
1381,45633641,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10301,40.61465421,-74.09898582,2020,February,2,17,2020-02-17,2020,February,2,18,2020-02-18,NY
1382,45636544,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11436,40.6806458,-73.79897324,2020,February,2,17,2020-02-17,2020,March,3,19,2020-03-19,NY
1383,45637302,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10011,40.74365175,-73.99969325,2020,February,2,18,2020-02-18,2020,December,12,23,2020-12-23,NY
1384,45637303,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11436,40.6806458,-73.79897324,2020,February,2,17,2020-02-17,2020,March,3,19,2020-03-19,NY
1385,45638865,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10463,40.88881488,-73.90302553,2020,February,2,17,2020-02-17,2020,March,3,23,2020-03-23,NY
1386,45639611,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.64303677,-73.99932617,2020,February,2,18,2020-02-18,2020,March,3,26,2020-03-26,NY
1387,18619224,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Woodside,Queens,11377,40.74493499,-73.90770276,2010,September,9,3,2010-09-03,2010,September,9,11,2010-09-11,NY
1388,18619225,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11216,40.67334426,-73.94887734,2010,September,9,3,2010-09-03,2010,September,9,8,2010-09-08,NY
1389,45640341,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11219,40.62982582,-74.0082681,2020,February,2,18,2020-02-18,2020,February,2,26,2020-02-26,NY
1390,45641043,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10002,40.71495497,-73.99099988,2020,February,2,18,2020-02-18,2020,February,2,26,2020-02-26,NY
1391,45728415,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10002,40.71799617,-73.99101029,2020,March,3,1,2020-03-01,2020,March,3,2,2020-03-02,NY
1392,45728416,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.68120031,-73.96486503,2020,March,3,1,2020-03-01,2020,April,4,10,2020-04-10,NY
1393,18620532,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11217,40.68629258,-73.97909048,2010,September,9,3,2010-09-03,2010,September,9,8,2010-09-08,NY
1394,18620818,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11436,40.68090655,-73.80213802,2010,September,9,3,2010-09-03,2010,September,9,11,2010-09-11,NY
1395,43253874,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11234,40.62055813,-73.94069764,2019,July,7,11,2019-07-11,2019,July,7,15,2019-07-15,NY
1396,18624980,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11235,40.59067922,-73.95484913,2010,September,9,4,2010-09-04,2010,September,9,10,2010-09-10,NY
1397,45731857,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Fresh_Meadows,Queens,11365,40.73913922,-73.77503064,2020,March,3,1,2020-03-01,2020,June,6,5,2020-06-05,NY
1398,44066451,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11225,40.65889961,-73.95845764,2019,October,10,16,2019-10-16,2020,January,1,13,2020-01-13,NY
1399,43357607,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.67794794,-73.95730652,2019,July,7,23,2019-07-23,2019,August,8,7,2019-08-07,NY
1400,18638112,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.68099505,-73.95842585,2010,September,9,7,2010-09-07,2010,September,9,17,2010-09-17,NY
1401,18638258,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11231,40.68384046,-73.993409,2010,September,9,7,2010-09-07,2010,September,9,14,2010-09-14,NY
1402,41887885,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10461,40.8406969,-73.85092638,2019,March,3,7,2019-03-07,2019,December,12,24,2019-12-24,NY
1403,18640216,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11106,40.75844927,-73.93449267,2010,September,9,7,2010-09-07,2010,September,9,8,2010-09-08,NY
1404,45743667,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Whitestone,Queens,11357,40.78571305,-73.81571848,2020,March,3,3,2020-03-03,2020,April,4,3,2020-04-03,NY
1405,45745462,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Whitestone,Queens,11357,40.78572958,-73.81575454,2020,March,3,3,2020-03-03,2020,April,4,3,2020-04-03,NY
1406,43684171,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10009,40.72288924,-73.98350203,2019,August,8,30,2019-08-30,2019,September,9,4,2019-09-04,NY
1407,45749364,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11217,40.68209596,-73.97986337,2020,March,3,4,2020-03-04,2020,April,4,8,2020-04-08,NY
1408,45749365,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11222,40.72570377,-73.94370682,2020,March,3,4,2020-03-04,2020,April,4,8,2020-04-08,NY
1409,43684995,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10021,40.77038267,-73.95604143,2019,August,8,30,2019-08-30,2019,September,9,6,2019-09-06,NY
1410,43367552,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10065,40.76771116,-73.97051616,2019,July,7,24,2019-07-24,2019,July,7,24,2019-07-24,NY
1411,45751786,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10012,40.72088938,-73.99488084,2020,March,3,3,2020-03-03,2020,March,3,5,2020-03-05,NY
1412,45752998,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11207,40.66374059,-73.88476437,2020,March,3,4,2020-03-04,2020,April,4,4,2020-04-04,NY
1413,18611961,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11358,40.7648145,-73.80242663,2010,September,9,2,2010-09-02,2010,September,9,3,2010-09-03,NY
1414,45753375,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11230,40.62223014,-73.97009412,2020,February,2,26,2020-02-26,2020,March,3,4,2020-03-04,NY
1415,45754202,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11201,40.70277801,-73.98112304,2020,March,3,4,2020-03-04,2020,April,4,7,2020-04-07,NY
1416,45754203,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11432,40.71388295,-73.78272711,2020,March,3,4,2020-03-04,2020,March,3,26,2020-03-26,NY
1417,45754204,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11223,40.59962359,-73.98101897,2020,March,3,5,2020-03-05,2020,March,3,27,2020-03-27,NY
1418,45755438,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10012,40.72107328,-73.99478342,2020,March,3,3,2020-03-03,2020,March,3,5,2020-03-05,NY
1419,41937739,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Middle_Village,Queens,11379,40.71618598,-73.88306843,2019,March,3,12,2019-03-12,2020,January,1,22,2020-01-22,NY
1420,45759803,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10314,40.61968693,-74.12802994,2020,March,3,5,2020-03-05,2020,June,6,19,2020-06-19,NY
1421,43383734,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10308,40.55592287,-74.15237517,2019,July,7,25,2019-07-25,2019,July,7,31,2019-07-31,NY
1422,43384298,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,South_Ozone_Park,Queens,11420,40.68346148,-73.81677985,2019,July,7,25,2019-07-25,2019,July,7,30,2019-07-30,NY
1423,43385895,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10306,40.57910383,-74.0954232,2019,July,7,26,2019-07-26,2019,August,8,13,2019-08-13,NY
1424,36783198,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Elmhurst,Queens,11373,40.73407664,-73.87551734,2017,July,7,25,2017-07-25,2019,March,3,14,2019-03-14,NY
1425,52191184,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.64115825,-74.01587602,2021,October,10,15,2021-10-15,2021,October,10,20,2021-10-20,NY
1426,18668867,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11219,40.63817481,-73.98525247,2010,September,9,12,2010-09-12,2010,September,9,17,2010-09-17,NY
1427,45712372,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10309,40.53992556,-74.22034832,2020,February,2,26,2020-02-26,2020,December,12,23,2020-12-23,NY
1428,45716603,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10022,40.75500475,-73.96685821,2020,February,2,28,2020-02-28,2020,March,3,2,2020-03-02,NY
1429,36795960,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10461,40.84124125,-73.8516263,2017,July,7,26,2017-07-26,2018,November,11,8,2018-11-08,NY
1430,45719792,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10022,40.75500475,-73.96685821,2020,February,2,28,2020-02-28,2020,March,3,2,2020-03-02,NY
1431,45719793,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10009,40.72426205,-73.98677393,2020,February,2,28,2020-02-28,2020,March,3,2,2020-03-02,NY
1432,42035006,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,East_Elmhurst,Queens,11370,40.76915931,-73.89702632,2019,March,3,23,2019-03-23,2019,December,12,5,2019-12-05,NY
1433,36808019,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11201,40.68713407,-73.99150844,2017,July,7,28,2017-07-28,2017,October,10,20,2017-10-20,NY
1434,42038125,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Saint_Albans,Queens,11412,40.69719927,-73.76278448,2019,March,3,24,2019-03-24,2019,June,6,13,2019-06-13,NY
1435,45721745,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Little_Neck,Queens,11363,40.77354755,-73.75104934,2020,February,2,29,2020-02-29,2020,March,3,4,2020-03-04,NY
1436,42057983,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10022,40.7598124,-73.96310174,2019,March,3,26,2019-03-26,2019,December,12,11,2019-12-11,NY
1437,43689685,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11229,40.61073543,-73.95479234,2019,August,8,31,2019-08-31,2019,September,9,9,2019-09-09,NY
1438,42064881,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10025,40.79777495,-73.97347893,2019,March,3,27,2019-03-27,2019,August,8,1,2019-08-01,NY
1439,42072360,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10021,40.76774845,-73.95800707,2019,March,3,27,2019-03-27,2019,July,7,17,2019-07-17,NY
1440,45723982,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10314,40.6185648,-74.1324439,2020,February,2,29,2020-02-29,2020,December,12,23,2020-12-23,NY
1441,45723983,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11216,40.68293841,-73.93993188,2020,February,2,29,2020-02-29,2020,March,3,4,2020-03-04,NY
1442,42082500,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.63306874,-74.01986243,2019,March,3,29,2019-03-29,2020,March,3,10,2020-03-10,NY
1443,42088120,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10036,40.76220868,-73.991766,2019,March,3,29,2019-03-29,2019,June,6,13,2019-06-13,NY
1444,45724722,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10025,40.80546854,-73.96383138,2020,February,2,29,2020-02-29,2020,March,3,2,2020-03-02,NY
1445,42099565,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Long_Island_City,Queens,11101,40.74202373,-73.95545387,2019,March,3,31,2019-03-31,2019,July,7,22,2019-07-22,NY
1446,45726222,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10026,40.79776772,-73.9513064,2020,February,2,29,2020-02-29,2020,March,3,2,2020-03-02,NY
1447,42112401,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10472,40.83526896,-73.86999406,2019,April,4,1,2019-04-01,2020,January,1,23,2020-01-23,NY
1448,42124354,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Rockaway_Park,Queens,11694,40.57997983,-73.84258398,2019,April,4,3,2019-04-03,2019,August,8,14,2019-08-14,NY
1449,18717166,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11358,40.76001482,-73.80781934,2010,September,9,18,2010-09-18,2012,September,9,17,2012-09-17,NY
1450,18717169,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bayside,Queens,11360,40.77643635,-73.77018197,2010,September,9,18,2010-09-18,2012,August,8,20,2012-08-20,NY
1451,18717171,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,College_Point,Queens,11356,40.79256515,-73.84246775,2010,September,9,18,2010-09-18,2010,October,10,8,2010-10-08,NY
